Hotel Name,Address,Rating,Price
Al Kashmir Hotel,"Main Road Chillas, Chilas.",3.0,"PKR 2,800"
Chilas Inn Hotel,"Main Road, Chilas, Chilas.",2.0,"PKR 4,500"
Fairy Meadows Hotel Chilas,"Main Road, Chilas, Chilas.",2.0,"PKR 5,000"
Shangrila Hotel,"KKH Main Road Chilas, Chilas.",7.0,"PKR 5,000"
Shangrila Hotel Raikot,"Shangrila, Raikote, Chilas.",3.0,"PKR 5,000"
