Hotel Name,Address,Rating,Price
Diamond Hotel Kalam,"Main Road, Kalam, Kalam.",3.0,"PKR 6,000"
Hotel Heaven Rose,"Main Road, Kalam, Kalam.",3.0,"PKR 4,500"
