Hotel Name,Address,Rating,Price
Alpine Guest House Kaghan,"Main Bazaar, Kaghan Valley, Mansehra, Kaghan.",3.0,"PKR 5,500"
Ambassador Hotel Kaghan,"Main Road, Kaghan, Mansehra, Kaghan.",4.0,"PKR 3,000"
Ice View Hotel Kaghan,"Main Road, Kaghan, Mansehra, Kaghan.",2.0,"PKR 3,500"
Kaghan Continental Hotel,"Main Bazaar, Kaghan, Mansehra, Kaghan.",3.0,"PKR 4,500"
Royal Palace Guest House Kaghan,"Main Road, Kaghan, Mansehra, Kaghan.",3.0,"PKR 4,000"
